Application Number,Filing Date,Mark Name,Trademark Description,Goods and Services,Applicant Name,Applicant Country,Trademark Image URL,Status,Expiry Date
T0321032I,2003-08-04,v,,"Coffee, tea, cocoa, sugar, rice, tapioca, sago, artificial coffee; flour and preparations made from cereals, bread, pastry and confectionery, ices; honey, treacle; yeast, baking-powder; salt, mustard; vinegar, sauces (condiments); spices; ice.",COMMUNE DI VENEZIA,Italy,https://ipos-storage.data.gov.sg/trademarks/T0321032I/a3fca3f8-dccb-443d-a3b6-0dc6ece27e44/T0321032I.jpg,Registered,2023-08-04
T0321033G,2003-08-04,v,,Beers; mineral and aerated waters and other non-alcoholic drinks; fruit drinks and fruit juices; syrups and other preparations for making beverages.,COMMUNE DI VENEZIA,Italy,https://ipos-storage.data.gov.sg/trademarks/T0321033G/8fb3a562-83bb-4c39-b5eb-7bedd1c15af3/T0321033G.jpg,Registered,2023-08-04
T0321034E,2003-08-04,v,,Alcoholic beverages (except beers).,COMMUNE DI VENEZIA,Italy,https://ipos-storage.data.gov.sg/trademarks/T0321034E/9eed87b4-6c08-48cf-87a2-348a31326144/T0321034E.jpg,Registered,2023-08-04
T0321035C,2003-08-04,v,,Transport; packaging and storage of goods; travel arrangement.,COMMUNE DI VENEZIA,Italy,https://ipos-storage.data.gov.sg/trademarks/T0321035C/73709490-3216-460b-b7de-f8a080158bc0/T0321035C.jpg,Registered,2023-08-04
T0321039F,2003-11-05,powerwise,,Intellectual property licensing services for the promotion of an open standard specification of the interface between digital processors and power management integrated circuits.,TEXAS INSTRUMENTS INCORPORATED,United States of America,https://ipos-storage.data.gov.sg/trademarks/T0321039F/9771c48f-f8e0-4893-9799-df2c4f57e88c/T0321039F.jpg,Registered,2023-11-05
T0321040Z,2003-09-26,ippc,,"Building materials (non-metallic); non-metallic rigid pipes for buildings; asphalt, pitch and bitumen; non-metallic transportable buildings; monuments, not of metal; semi-worked woods and veneers.",ORGANIZZAZIONE DELLE NAZIONI UNITE PER L'ALIMENTAZIONE E L'AGRICOLTURA (FAO),Italy,https://ipos-storage.data.gov.sg/trademarks/T0321040Z/288ecfbd-a4eb-4804-8dd7-0992fdc3660b/T0321040Z.jpg,Registered,2023-09-26
T0321041H,2003-09-26,ippc,,"Furniture, mirrors, picture frames; goods (not included in other classes) of wood, cork, reed, cane, wicker, horn, bone, ivory, whalebone, shell, amber, mother-of-pearl, meerschaum and substitutes for all these materials, or of plastics; containers and boxes of wood, loading and transport pallets of wood.",ORGANIZZAZIONE DELLE NAZIONI UNITE PER L'ALIMENTAZIONE E L'AGRICOLTURA (FAO),Italy,https://ipos-storage.data.gov.sg/trademarks/T0321041H/f6db320e-9947-4523-bac5-c4bc03d7e17a/T0321041H.jpg,Registered,2023-09-26
T0321042F,2003-09-26,ippc,,"Building construction; repair; installation services; disinfection services and vermin exterminating for semi-worked woods and veneers, containers and boxes of wood, loading and transport pallets of wood.",ORGANIZZAZIONE DELLE NAZIONI UNITE PER L'ALIMENTAZIONE E L'AGRICOLTURA (FAO),Italy,https://ipos-storage.data.gov.sg/trademarks/T0321042F/ab952395-8d91-40f5-8098-1e3cd45e4d97/T0321042F.jpg,Registered,2023-09-26
T0321043D,2003-10-02,,,"Arranging of cruises, arranging of tours, booking of seats for travel, travel reservation, transport reservation, transport of travellers, escorting of travellers, tourist offices (except for hotel reservation), sightseeing (tourism).","ZAKRYTOE AKTSIONERNOE OBSHCHESTVO ""KUDA.RU""",Russian Federation,https://ipos-storage.data.gov.sg/trademarks/T0321043D/25ea62e9-aef4-4aad-a0d8-12195c2e8146/T0321043D.jpg,Expired ,2013-10-02
T0321044B,2003-10-02,,,Temporary accommodation.,"ZAKRYTOE AKTSIONERNOE OBSHCHESTVO ""KUDA.RU""",Russian Federation,https://ipos-storage.data.gov.sg/trademarks/T0321044B/aa51efcd-a488-4f20-bd15-8575f34e1b9e/T0321044B.jpg,Expired ,2013-10-02
T0321045J,2003-04-11,kauffman private collection,"The mark consists of a three-dimensional shape of a bottle with the words ""Kauffman Private Collection"" appearing thereon.","Non-alcoholic aperitifs; water (beverages), non-alcoholic cocktails, lemonades, peanut milk (soft drink), non-alcoholic beverages, isotonic beverages, whey beverages, non-alcoholic fruit juice beverages, milk of almonds (beverage), fruit nectars (non-alcoholic), orgeat, beer, sarsaparilla (soft drink), syrups for lemonade, syrups for beverages, tomato juice (beverage), cider (non-alcoholic), vegetable juices (beverages), fruit juices, non-alcoholic fruit extracts, extracts of hops for making beer, essences for making beverages.","OBSCHESTVO S OGRANICHENNOY OTVETSTVENNOSTYU ""VL ENTERPRISES""",Russian Federation,https://ipos-storage.data.gov.sg/trademarks/T0321045J/35981bea-91d5-4819-965a-ac7614ac43a1/T0321045J.jpg,Split (Partially Assigned),2013-04-11
T0321046I,2003-04-11,kauffman private collection,"The mark consists of a three-dimensional shape of a bottle with the words ""Kauffman Private Collection"" appearing thereon.","Aperitifs, arak, brandy, wine, piquette, whisky, vodka, gin, digesters (liqueurs and spirits), cocktails, liqueurs, alcoholic beverages (except beer), alcoholic beverages containing fruit, spirits (beverages), distilled beverages, hydromel (mead), peppermint liqueurs, bitters, rum, sake, cider, rice alcohol, alcoholic extracts, fruits extracts (alcoholic), alcoholic essences.",Vlaktor Trading Limited,Cyprus,https://ipos-storage.data.gov.sg/trademarks/T0321046I/a6d6d068-0f9d-4923-9fb9-1c42f95c94c3/T0321046I.jpg,Registered,2023-04-11
T0321048E,2003-11-14,juicy tubes,,Cosmetic and make-up products.,L'OREAL,France,https://ipos-storage.data.gov.sg/trademarks/T0321048E/2081c332-e922-4e4e-a487-e3b5c3a87149/T0321048E.jpg,Registered,2023-11-14
T0321049C,2003-11-25,aktech,,"Vehicles; apparatus for locomotion by land, air or water.",AKTAS HAVA SUSPANSIYON SISTEMLERI SANAYI VE TICARET ANONIM SIRKETI,Turkey,https://ipos-storage.data.gov.sg/trademarks/T0321049C/53699a65-e60e-4641-bf95-e4bd05db8ef9/T0321049C.jpg,Expired ,2013-11-25
T0321050G,2003-11-25,aktech,,"Rubber, gutta-percha, gum, asbestos, mica and goods made from these materials and not included in other classes; plastics in extruded form for use in manufacture; packing, stopping and insulating materials; flexible pipes, not of metal.",AKTAS HAVA SUSPANSIYON SISTEMLERI SANAYI VE TICARET ANONIM SIRKETI,Turkey,https://ipos-storage.data.gov.sg/trademarks/T0321050G/d09a4029-b0be-46a1-873e-1bf8b6cfb1ab/T0321050G.jpg,Expired ,2013-11-25
T0321051E,2003-11-25,aktech,,"Carpets, rugs, mats and matting, linoleum and other materials for covering existing floors; wall hangings (non-textile).",AKTAS HAVA SUSPANSIYON SISTEMLERI SANAYI VE TICARET ANONIM SIRKETI,Turkey,https://ipos-storage.data.gov.sg/trademarks/T0321051E/1edfd75d-c57f-48fb-aa1c-8c6de668fdbc/T0321051E.jpg,Expired ,2013-11-25
T0321052C,2003-08-26,megabond,,"Metallic building materials; metallic construction materials; metal partitions; roof tiles made of metal; tiles made of metal for building; wall coverings (construction) made of metal; wainscotting of metal; tile floorings of metal, laths of metal.","OBCHTCHESTVO S OGRANITCHENNOI OTVETSTVENNOSTYOU PROIZVODSTVENNO-TORGOVAYA KOMPANIYA ""VELTOR""",Russian Federation,https://ipos-storage.data.gov.sg/trademarks/T0321052C/49415934-27f5-44dd-9f8b-5dda3bdc57ec/T0321052C.jpg,Expired ,2013-08-26
T0321054Z,2003-08-26,megabond,,"Construction; siding for outer and inner walls of buildings and constructions, supervising (directing) construction work; building sealing (construction); building insulation; factory construction; construction of fair and shop stands, cleaning services for buildings; cleaning of buildings (outside surface); pumicing; sanding; masonry; painting services; plastering; construction information; repair information; warehouse construction and repair.","OBCHTCHESTVO S OGRANITCHENNOI OTVETSTVENNOSTYOU PROIZVODSTVENNO-TORGOVAYA KOMPANIYA ""VELTOR""",Russian Federation,https://ipos-storage.data.gov.sg/trademarks/T0321054Z/5f28da59-6de0-419a-9f71-50be7e4a3bd9/T0321054Z.jpg,Expired ,2013-08-26
T0321055H,2003-10-24,hipath corporateconnect corporate connect,,"Optical, electrotechnical and electronic apparatus and devices (to the extent included in this class); electrical devices for recording, emission, transmission, switching, reception, reproduction and processing of sounds, signals, characters and/or images and for the integration of voice, image, text, data, multimedia, full-motion video communications in networks, devices for recording, processing, sending, transmission, switching, storage and output of messages, information and data; communications computers, software; optical, electrotechnical and electronic equipment for voice, image, text, data, multimedia and full-motion video communications technology, especially for voice data communication, telephones, videophones, voice boxes, dialing devices, domestic telephone systems, private automatic branch exchanges; photocopiers; telecommunication networks consisting of exchange and transmission equipment, individual modules and components of such equipment in particular power supply units, transmission media in particular telecommunication cables and optical fibres and pertinent connection elements; wireless transmission media in particular infrared and radio communication equipment; parts of all aforementioned apparatus and devices (to the extent included in this class); installations composed of a combination of the aforementioned apparatus and devices.",Siemens Enterprise Communications GmbH & Co. KG,Germany,https://ipos-storage.data.gov.sg/trademarks/T0321055H/de576417-c72f-486c-8fb8-4bf29af46bd9/T0321055H.jpg,Expired ,2013-10-24
T0321056F,2003-10-24,hipath corporateconnect corporate connect,,"Operation and technical administration of telecommunication systems and telecommunication networks, in particular of company and carrier networks (voice, data and mobile telephone networks) by means of electronic transmission, electronic storage and retrieval of data, images, sounds and documents via computer terminals, electronic mailing, fax transmissions, transmission of short messages, mailbox functions, call forwarding and conference calls; renting of telecommunication appliances and devices and of telecommunication networks.",Siemens Enterprise Communications GmbH & Co. KG,Germany,https://ipos-storage.data.gov.sg/trademarks/T0321056F/db13eb15-719e-4b44-a7b8-eac3d7b5c2d9/T0321056F.jpg,Expired ,2013-10-24
T0321057D,2003-10-24,hipath corporateconnect corporate connect,,"Technical consultancy in the setting-up and operation of telecommunication systems and telecommunication networks; development, planning and design-engineering of telecommunication and information processing services and facilities and telecommunication networks and pertinent facilities and parts; development, generation and renting of data processing programs.",Siemens Enterprise Communications GmbH & Co. KG,Germany,https://ipos-storage.data.gov.sg/trademarks/T0321057D/7a3ac8af-667a-4057-bbbd-76513696d45b/T0321057D.jpg,Expired ,2013-10-24
T0321058B,2003-11-13,altuglas,,"Chemicals for industrial use; adhesives used in industry, including acrylic glues for polymethyl methacrylate; unprocessed artificial resins and plastics, including polymethyl methacrylate (PMMA); polymethyl methacrylate in the form of granules, resins and beads.",ARKEMA FRANCE,France,https://ipos-storage.data.gov.sg/trademarks/T0321058B/2e2e2734-274c-49df-bb87-2ec0bc6c1f95/T0321058B.jpg,Registered,2023-11-13
T0321059J,2003-11-13,altuglas,,"Synthetic and artificial resins (semi-finished products), including polymethyl methacrylate in the form of cast or extruded sheets; semi-processed plastics, including polymethyl methacrylate in the form of cast or extruded sheets.",ARKEMA FRANCE,France,https://ipos-storage.data.gov.sg/trademarks/T0321059J/0e5635d7-24ef-43c6-bff8-49da6187a6ff/T0321059J.jpg,Registered,2023-11-13
T0321060D,2003-09-09,d amplifier,,"Electronic, electrotechnical, electromechanical and electro-magnetic modules, their parts and components, including integrated circuits (ICs), chips, diodes, transistors, semiconductors and semiconducting elements; software.",Gibson Innovations Belgium NV,Belgium,https://ipos-storage.data.gov.sg/trademarks/T0321060D/d8c6f77b-8fcd-43fc-ba84-fa113cee61ca/T0321060D.jpg,Registered,2023-09-09
T0321061B,2003-09-10,"don't dream it, stream it",,"Electric apparatus for recording, reproduction, transmission, amplifying and processing of sound, images and/or data, including recording and playback apparatus for optical and magnetic data carriers and for MP3 files; parts of and accessories to the aforesaid goods not included in other classes.",Koninklijke Philips N.V.,Netherlands,https://ipos-storage.data.gov.sg/trademarks/T0321061B/2ae40b5a-09db-4e40-879e-65bb9548efa9/T0321061B.jpg,Registered,2023-09-10
T0321063I,2003-09-11,,,"Clothing, trousers, dust coats, outer clothing, knitwear, parkas, hosiery, shoes, girdles.",DONGGUAN CITY HUMEN LONGJIE FASHION SHOP,China,https://ipos-storage.data.gov.sg/trademarks/T0321063I/9714bf80-9df9-4d1a-ac2b-92ade58b4098/T0321063I.jpg,Abandoned ,
T0321064G,2003-08-20,zegramax,,Pharmaceutical preparations for the treatment and prevention of cancer only.,ASTRAZENECA AB,Sweden,https://ipos-storage.data.gov.sg/trademarks/T0321064G/e9727570-07bc-4b14-9fc2-f6e59ebb0307/T0321064G.jpg,Expired ,2013-08-20
T0321065E,2003-09-25,we move the world,,"Paper, cardboard and goods made from these materials (included in this class); printed matter; (postage) stamps; advertising carriers made of paper, cardboard or plastic, included in this class; bookbinding material; photographs; stationery; adhesives for stationery or household purposes; artists' material; paint brushes; typewriters and office requisites (except furniture); instructional and teaching material (except apparatus); plastic materials for packaging, included in this class; printers' type; printing blocks.",DEUTSCHE POST AG,Germany,https://ipos-storage.data.gov.sg/trademarks/T0321065E/0a00c0d5-b433-43f2-ab2f-d70767f09ffa/T0321065E.jpg,Withdrawn,
T0321066C,2003-09-25,we move the world,,"Telecommunications; services in the telecommunications field; Internet and online services, namely the electronic transmission of news, images and documents as well as providing user access to, and delivering of information and data on the Internet.",DEUTSCHE POST AG,Germany,https://ipos-storage.data.gov.sg/trademarks/T0321066C/8d728114-d607-41ec-8962-819d6b6e9ed3/T0321066C.jpg,Withdrawn,
T0321067A,2003-09-25,we move the world,,"Transport, including information about transport matters relating thereto; collection, fetching, transport and delivery of goods, parcels, packages, consignments of written communications and other messages, in particular letters, postcards, printed matter, consignments of goods, books, consignments of Braille literature, newspapers, magazines, brochures by bicycle, motor vehicles, rail cars, ships and planes; collection, forwarding and delivery of the aforementioned items; follow-up services involving the electronic tracking of goods and items; packaging and storage of goods; mail, freight and courier services.",DEUTSCHE POST AG,Germany,https://ipos-storage.data.gov.sg/trademarks/T0321067A/3faad83e-efa3-4827-8c80-c22b62ebbcf8/T0321067A.jpg,Withdrawn,
T0321068Z,2003-10-01,ml etec,,"Pipes and parts thereof, including shaped parts, fittings and joints; all preceding goods mainly made of metal or cast metal.",Duker GmbH & Co. KGaA,Germany,https://ipos-storage.data.gov.sg/trademarks/T0321068Z/58e395a4-f881-4943-b6b7-43a78363b51d/T0321068Z.jpg,Expired ,2013-10-01
